hiseq_id,sample_id,library,observed_stage,stage,sex,site_shrt,region,site,year,month,latitude,longitude,pcl,fl,tl
WGM_6-89,TX_201614,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31111,-96.62639,NA,522,586
WGM_6-90,TX_201616,6,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31111,-96.62639,NA,546,613
WGM_6-91,TX_201618,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31806,-96.63472,NA,526,591
WGM_6-93,TX_201624,6,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31806,-96.63472,NA,514,577
WGM_7-75,TX_20163,7,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,APR,28.33611,-96.60278,NA,699,785
WGM_7-84,TX_2017010,7,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,NOV,28.34306,-96.43972,NA,672,754
WGM_10-01,TX_55512,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2017,SEP,27.7825,-97.19274,NA,680,763
WGM_10-02,TX_2019523,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.726,-97.15867,555,624,761
WGM_10-03,TX_2019526,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.726,-97.15867,562,625,756
WGM_10-04,TX_55690,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,JUN,27.94139,-97.03389,NA,482,542
WGM_10-05,TX_59099,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.81639,-97.14917,NA,703,789
WGM_10-06,TX_59098,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.82861,-97.23139,NA,686,770
WGM_10-07,TX_59097,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.81361,-97.18167,NA,706,792
WGM_10-10,TX_59018,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.84639,-97.12472,NA,655,735
WGM_10-11,TX_59100,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.81639,-97.14917,NA,679,762
WGM_10-12,TX_59012,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.84639,-97.12472,NA,691,776
WGM_10-13,TX_59017,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.84639,-97.12472,NA,642,721
WGM_10-14,TX_59096,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.82861,-97.23139,NA,704,790
WGM_10-15,TX_59024,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.82861,-97.23139,NA,692,777
WGM_10-16,TX_2019525,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.726,-97.15867,557,615,733
WGM_10-17,TX_59027,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.82861,-97.23139,NA,689,773
WGM_10-18,TX_59013,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.84639,-97.12472,NA,647,726
WGM_10-19,TX_55726,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.95389,-96.98611,NA,658,739
WGM_10-20,TX_59025,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.82861,-97.23139,NA,690,774
WGM_10-21,TX_2019524,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.726,-97.15867,557,620,750
WGM_5-59,TX_50510,5,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2016,MAY,27.85056,-97.12111,NA,570,640
WGM_5-60,TX_50513,5,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2016,JUN,27.84917,-97.13917,NA,561,630
WGM_5-61,TX_50660,5,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2016,MAY,27.82389,-97.13556,NA,565,634
WGM_5-63,TX_50678,5,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2014,SEP,27.84917,-97.13889,NA,670,752
WGM_5-64,TX_50747,5,NA,YOY,UND,CCB,WGoM,Corpus_Christi_Bay,2014,OCT,27.71306,-97.31611,NA,665,747
